,doc_key,entity_name,gender,prompted,output_string
102,521_the_life_and_adventures_of_robinson_crusoe_brat_0,Robinson Kreutznaer's Native Country,Male,True,"Explanation: The phrase ""Robinson Kreutznaer's Native Country"" includes the name ""Robinson,"" which is typically associated with males. Therefore, it indicates a male name. 
Gender: Male"
103,521_the_life_and_adventures_of_robinson_crusoe_brat_0,God,Neutral,True,"Explanation: The term ""God"" is a title that does not specify a male or female identity and is often considered neutral in many contexts, as it can refer to a deity without gender connotations. 
Gender: Neutral"
104,521_the_life_and_adventures_of_robinson_crusoe_brat_0,Hull,Neutral,True,"Explanation: The phrase ""Hull"" does not indicate a specific male or female name or title. It is ambiguous and could refer to a surname, a place, or other contexts that do not specify gender. 
Gender: Neutral"
105,521_the_life_and_adventures_of_robinson_crusoe_brat_0,The Sea,Neutral,True,"Explanation: The phrase ""The Sea"" does not indicate a male or female name or title. It is a neutral term that refers to a body of water and does not specify gender. 
Gender: Neutral"
106,521_the_life_and_adventures_of_robinson_crusoe_brat_0,The Wise Man,Male,False,
107,969_the_tenant_of_wildfell_hall_brat_0,Narrator,Neutral,True,"Explanation: The term ""Narrator"" does not specify a male or female identity and can refer to any person regardless of gender. It is a neutral role that does not indicate gender.  
Gender: Neutral"
108,969_the_tenant_of_wildfell_hall_brat_0,Fergus,Male,False,
109,969_the_tenant_of_wildfell_hall_brat_0,Narrator's Mother,Female,False,
110,969_the_tenant_of_wildfell_hall_brat_0,Mrs. Graham,Female,False,
111,969_the_tenant_of_wildfell_hall_brat_0,Narrator's Sister,Female,False,
112,969_the_tenant_of_wildfell_hall_brat_0,Eliza Millward,Female,False,
113,969_the_tenant_of_wildfell_hall_brat_0,Narrator's Father,Male,False,
114,969_the_tenant_of_wildfell_hall_brat_0,Unknown Friend,Neutral,True,"Explanation: The phrase ""Unknown Friend"" does not specify a male or female name or title, and it is ambiguous as it could refer to either gender. 
Gender: Neutral"
115,969_the_tenant_of_wildfell_hall_brat_0,Mrs. Wilson,Female,False,
116,969_the_tenant_of_wildfell_hall_brat_0,Wildfell Hall,Neutral,False,
117,969_the_tenant_of_wildfell_hall_brat_0,Jane Wilson,Female,False,
118,969_the_tenant_of_wildfell_hall_brat_0,The Parlour,Neutral,True,"Explanation: The phrase ""The Parlour"" does not indicate a specific male or female name or title. It is ambiguous and does not provide any gender-specific information. 
Gender: Neutral"
119,969_the_tenant_of_wildfell_hall_brat_0,Eliza Millward's Father,Male,False,
120,1400_great_expectations_brat_0,Pip,Male,False,
121,1400_great_expectations_brat_0,Young Man,Male,False,
122,1400_great_expectations_brat_0,Pip's Father,Male,False,
123,1400_great_expectations_brat_0,Pip's Mother,Female,True,"Explanation: The phrase ""Pip's Mother"" indicates a maternal relationship and refers to a female figure, specifically the mother of a character named Pip. The use of ""Mother"" clearly identifies the gender as female. 
Gender: Female"
124,1400_great_expectations_brat_0,The Church,Neutral,False,
125,1400_great_expectations_brat_0,The River,Neutral,True,"Explanation: The phrase ""The River"" does not indicate a male or female name or title. It is a neutral term that does not specify gender. 
Gender: Neutral"
126,1400_great_expectations_brat_0,Joe Gargery,Male,True,"Explanation: The phrase ""Joe Gargery"" is a male name, as ""Joe"" is commonly recognized as a masculine name and ""Gargery"" is a surname associated with a male character from Charles Dickens' ""Great Expectations."" 
Gender: Male"
127,1400_great_expectations_brat_0,The Marshes,Neutral,False,
128,1400_great_expectations_brat_0,Home,Neutral,True,"Explanation: The phrase ""Home"" does not indicate any male or female name or title. It is a neutral term that does not specify gender. 
Gender: Neutral"
129,4300_ulysses_brat_0,Stephen Dedalus,Male,False,
130,4300_ulysses_brat_0,Haines,Male,False,
131,4300_ulysses_brat_0,Stephen Dedalus's Mother,Female,False,
132,4300_ulysses_brat_0,The Sea,Neutral,False,
133,4300_ulysses_brat_0,Ursula,Female,False,
134,4300_ulysses_brat_0,The Parapet,Neutral,False,
135,4300_ulysses_brat_0,The Gunrest,Neutral,True,"Explanation: The phrase ""The Gunrest"" does not indicate a male or female name or title. It appears to be a neutral term that does not specify gender. 
Gender: Neutral"
136,4300_ulysses_brat_0,The Aunt,Female,False,
137,4300_ulysses_brat_0,The Tower,Neutral,True,"Explanation: The phrase ""The Tower"" does not indicate a male or female name or title. It is ambiguous and does not specify gender. 
Gender: Neutral"
138,219_heart_of_darkness_brat_0,Marlow,Male,False,
139,219_heart_of_darkness_brat_0,The Thames,Neutral,False,
140,219_heart_of_darkness_brat_0,The Sea,Neutral,True,"Explanation: The phrase ""The Sea"" does not indicate a male or female name or title. It is a neutral term that refers to a body of water and does not specify gender. 
Gender: Neutral"
141,219_heart_of_darkness_brat_0,The Director,Male,False,
142,219_heart_of_darkness_brat_0,A Seaman,Male,False,
143,219_heart_of_darkness_brat_0,A Decent Young Citizen In A Toga,Male,False,
144,219_heart_of_darkness_brat_0,The Nellie,Female,False,
145,219_heart_of_darkness_brat_0,The Earth,Neutral,True,"Explanation: The phrase ""The Earth"" does not indicate a male or female name or title; it refers to the planet and is neutral in terms of gender.  
Gender: Neutral"
146,805_this_side_of_paradise_brat_0,Beatrice Blaine,Female,False,
147,805_this_side_of_paradise_brat_0,Amory,Male,False,
148,805_this_side_of_paradise_brat_0,Stephen Blaine,Male,False,
149,805_this_side_of_paradise_brat_0,Monsignor Darcy,Male,False,
150,805_this_side_of_paradise_brat_0,Bishop Wiston,Neutral,True,"Explanation: The title ""Bishop"" is gender-neutral, but the name ""Wiston"" is typically associated with males. However, since ""Bishop"" does not specify a gender and could refer to a female bishop as well, the overall classification leans towards being ambiguous. 
Gender: Neutral"
151,805_this_side_of_paradise_brat_0,Every Western Woman,Female,False,
152,36_the_war_of_the_worlds_brat_0,Mars,Neutral,False,
153,36_the_war_of_the_worlds_brat_0,Narrator,Neutral,True,"Explanation: The term ""Narrator"" does not specify a male or female identity and can refer to any person regardless of gender. It is a neutral role that does not indicate gender.  
Gender: Neutral"
154,36_the_war_of_the_worlds_brat_0,Earth,Neutral,True,"Explanation: The phrase ""Earth"" does not indicate a male or female name or title; it refers to the planet and is neutral in terms of gender. 
Gender: Neutral"
155,36_the_war_of_the_worlds_brat_0,Ogilvy,Male,False,
156,36_the_war_of_the_worlds_brat_0,The Sun,Neutral,True,"Explanation: The phrase ""The Sun"" does not indicate a male or female name or title; it refers to a celestial body and is neutral in terms of gender. 
Gender: Neutral"
157,36_the_war_of_the_worlds_brat_0,A Morning Star Of Hope,Neutral,False,
158,36_the_war_of_the_worlds_brat_0,Lavelle Of Java,Male,False,
159,217_sons_and_lovers_brat_0,Mrs. Morel,Female,False,
160,217_sons_and_lovers_brat_0,William,Male,False,
161,217_sons_and_lovers_brat_0,Annie,Female,False,
162,217_sons_and_lovers_brat_0,The Bottoms,Neutral,False,
163,217_sons_and_lovers_brat_0,Hell Row,Neutral,True,"Explanation: The phrase ""Hell Row"" does not indicate a specific male or female name or title. It is ambiguous and does not provide any clear gender identification. 
Gender: Neutral"
164,217_sons_and_lovers_brat_0,Morel,Male,False,
165,217_sons_and_lovers_brat_0,Bestwood,Neutral,True,"Explanation: The phrase ""Bestwood"" does not indicate a specific male or female name or title. It appears to be a surname or a place name, which does not provide any clear gender association. 
Gender: Neutral"
166,160_the_awakening_and_selected_short_stories_brat_0,Edna Pontellier,Female,False,
167,160_the_awakening_and_selected_short_stories_brat_0,Robert Lebrun,Male,False,
168,160_the_awakening_and_selected_short_stories_brat_0,The House,Neutral,False,
169,160_the_awakening_and_selected_short_stories_brat_0,Madame Lebrun,Female,False,
170,160_the_awakening_and_selected_short_stories_brat_0,Klein,Neutral,True,"Explanation: The phrase ""Klein"" is a surname that does not clearly indicate a male or female name or title. It is commonly used as a last name and can be associated with individuals of any gender. Therefore, it is ambiguous in terms of gender classification.  
Gender: Neutral"
171,160_the_awakening_and_selected_short_stories_brat_0,Klein's Hotel,Neutral,True,"Explanation: The phrase ""Klein's Hotel"" does not indicate a specific male or female name or title. It refers to a hotel and does not provide any gender-specific information. 
Gender: Neutral"
172,160_the_awakening_and_selected_short_stories_brat_0,The Lebrun Cottages,Neutral,True,"Explanation: The phrase ""The Lebrun Cottages"" does not contain any specific male or female names or titles. It refers to a location or property and is therefore ambiguous regarding gender. 
Gender: Neutral"
173,160_the_awakening_and_selected_short_stories_brat_0,New Orleans,Neutral,True,"Explanation: The phrase ""New Orleans"" does not indicate a male or female name or title. It refers to a city and does not specify gender. 
Gender: Neutral"
174,160_the_awakening_and_selected_short_stories_brat_0,Mexico,Neutral,True,"Explanation: The phrase ""Mexico"" does not indicate a male or female name or title; it refers to a country and is therefore neutral in terms of gender classification.  
Gender: Neutral"
175,1342_pride_and_prejudice_brat_0,Mr. Bennet,Male,False,
176,1342_pride_and_prejudice_brat_0,Mrs. Bennet,Female,False,
177,1342_pride_and_prejudice_brat_0,Mr. Bingley,Male,False,
178,1342_pride_and_prejudice_brat_0,Mrs. Long,Female,False,
179,1342_pride_and_prejudice_brat_0,Elizabeth,Female,False,
180,1342_pride_and_prejudice_brat_0,Kitty,Female,False,
181,1342_pride_and_prejudice_brat_0,Netherfield Park,Neutral,False,
182,1342_pride_and_prejudice_brat_0,Mary,Female,False,
183,1342_pride_and_prejudice_brat_0,Lydia,Female,True,"Explanation: The phrase ""Lydia"" is a name that is commonly associated with females. 
Gender: Female"
184,74_the_adventures_of_tom_sawyer_brat_0,Tom,Male,False,
185,74_the_adventures_of_tom_sawyer_brat_0,A Stranger,Male,False,
186,74_the_adventures_of_tom_sawyer_brat_0,Sid,Male,False,
187,74_the_adventures_of_tom_sawyer_brat_0,Jim,Male,True,"Explanation: The name ""Jim"" is a commonly recognized male name. 
Gender: Male"
188,74_the_adventures_of_tom_sawyer_brat_0,The Model Boy,Male,False,
189,1206_the_flying_u_ranch_brat_0,Miguel Rapponi,Male,False,
190,1206_the_flying_u_ranch_brat_0,Big Medicine,Male,False,
191,1206_the_flying_u_ranch_brat_0,Pink,Male,False,
192,1206_the_flying_u_ranch_brat_0,Irish,Male,False,
193,1206_the_flying_u_ranch_brat_0,The Old Man,Male,False,
194,1206_the_flying_u_ranch_brat_0,Weary,Male,False,
195,1206_the_flying_u_ranch_brat_0,The Bunk-house,Neutral,True,"Explanation: The phrase ""The Bunk-house"" does not indicate a specific male or female name or title. It is a neutral term that refers to a type of building or accommodation and does not imply any gender. 
Gender: Neutral"
196,1206_the_flying_u_ranch_brat_0,Happy Jack,Male,True,"Explanation: The phrase ""Happy Jack"" includes the name ""Jack,"" which is typically a male name. Therefore, it clearly indicates a male identity. 
Gender: Male"
197,1206_the_flying_u_ranch_brat_0,Cal Emmett,Male,True,"Explanation: The name ""Cal Emmett"" is typically associated with a male name, as ""Cal"" is often a diminutive of male names like Calvin or Callum, and ""Emmett"" is also a male name. 
Gender: Male"
198,1206_the_flying_u_ranch_brat_0,Stage Favorite,Male,False,
199,1206_the_flying_u_ranch_brat_0,Flying U Coulee,Neutral,True,"Explanation: The phrase ""Flying U Coulee"" does not contain any names or titles that clearly indicate a male or female identity. It appears to refer to a location or a specific place rather than a person. Therefore, it is ambiguous in terms of gender classification.  
Gender: Neutral"
200,367_country_of_the_pointed_firs_brat_0,Mrs. Almira Todd,Female,False,
201,367_country_of_the_pointed_firs_brat_0,Narrator,Female,False,
202,367_country_of_the_pointed_firs_brat_0,Dunnet Landing,Neutral,False,
203,367_country_of_the_pointed_firs_brat_0,Village Doctor,Male,False,
204,367_country_of_the_pointed_firs_brat_0,Mrs. Todd's Garden,Neutral,False,
205,367_country_of_the_pointed_firs_brat_0,Mrs. Almira Todd's House,Neutral,False,
206,233_sister_carrie_a_novel_brat_0,Carrie Meeber,Female,False,
207,233_sister_carrie_a_novel_brat_0,A Man,Male,False,
208,233_sister_carrie_a_novel_brat_0,Chicago,Neutral,False,
209,233_sister_carrie_a_novel_brat_0,Carrie Meeber's Sister,Female,True,"Explanation: The phrase includes the name ""Carrie,"" which is typically a female name, and it refers to ""Carrie Meeber's Sister,"" indicating a female relationship. 
Gender: Female"
210,233_sister_carrie_a_novel_brat_0,Columbia City,Neutral,True,"Explanation: The phrase ""Columbia City"" does not indicate a specific male or female name or title. It refers to a place rather than a person, making it ambiguous in terms of gender classification. 
Gender: Neutral"
211,11_alices_adventures_in_wonderland_brat_0,Alice,Female,False,
212,11_alices_adventures_in_wonderland_brat_0,The White Rabbit,Neutral,False,
213,11_alices_adventures_in_wonderland_brat_0,The Hall,Neutral,True,"Explanation: The phrase ""The Hall"" does not indicate a male or female name or title. It is neutral and does not specify any gender. 
Gender: Neutral"
214,11_alices_adventures_in_wonderland_brat_0,The Rabbit-hole,Neutral,True,"Explanation: The phrase ""The Rabbit-hole"" does not indicate a male or female name or title. It is ambiguous and does not specify gender. 
Gender: Neutral"
215,11_alices_adventures_in_wonderland_brat_0,The Well,Neutral,True,"Explanation: The phrase ""The Well"" does not indicate any specific male or female name or title. It is ambiguous and does not specify a gender. 
Gender: Neutral"
216,41_the_legend_of_sleepy_hollow_brat_0,Ichabod Crane,Male,False,
217,41_the_legend_of_sleepy_hollow_brat_0,Sleepy Hollow,Neutral,False,
218,41_the_legend_of_sleepy_hollow_brat_0,Narrator,Neutral,True,"Explanation: The term ""Narrator"" does not specify a male or female identity and can refer to any person regardless of gender. It is a neutral role that does not indicate gender.  
Gender: Neutral"
219,41_the_legend_of_sleepy_hollow_brat_0,Headless Horseman,Male,False,
220,41_the_legend_of_sleepy_hollow_brat_0,Tappan Zee,Neutral,True,"Explanation: ""Tappan Zee"" does not indicate a male or female name or title. It is the name of a bridge in New York and does not specify gender. 
Gender: Neutral"
221,41_the_legend_of_sleepy_hollow_brat_0,Tarry Town,Neutral,True,"Explanation: The phrase ""Tarry Town"" does not indicate a specific male or female name or title. It appears to be a place name rather than a personal name. Therefore, it is ambiguous in terms of gender classification. 
Gender: Neutral"
222,41_the_legend_of_sleepy_hollow_brat_0,Old Indian Chief,Male,False,
223,41_the_legend_of_sleepy_hollow_brat_0,Ichabod Crane's Schoolhouse,Neutral,False,
224,41_the_legend_of_sleepy_hollow_brat_0,Ichabod Crane's School,Male,True,"Explanation: The phrase ""Ichabod Crane's School"" includes the name ""Ichabod,"" which is a male name. Therefore, it clearly indicates a male reference. 
Gender: Male"
225,41_the_legend_of_sleepy_hollow_brat_0,Smarting Urchin,Male,False,
226,3457_the_man_of_the_forest_brat_0,Snake Anson,Male,False,
227,3457_the_man_of_the_forest_brat_0,Dale,Male,False,
228,3457_the_man_of_the_forest_brat_0,Jim Wilson,Male,False,
229,3457_the_man_of_the_forest_brat_0,The Cabin,Neutral,False,
230,3457_the_man_of_the_forest_brat_0,Wilson,Male,False,
231,3457_the_man_of_the_forest_brat_0,Beasley,Male,False,
232,3457_the_man_of_the_forest_brat_0,The Forest,Neutral,True,"Explanation: The phrase ""The Forest"" does not indicate any specific male or female name or title. It is a neutral term that refers to a natural environment and does not imply gender. 
Gender: Neutral"
233,3457_the_man_of_the_forest_brat_0,Burt,Male,False,
234,3457_the_man_of_the_forest_brat_0,The Valley,Neutral,True,"Explanation: The phrase ""The Valley"" does not indicate a specific male or female name or title. It is ambiguous and does not specify gender. 
Gender: Neutral"
235,3457_the_man_of_the_forest_brat_0,The Mountain World,Neutral,True,"Explanation: The phrase ""The Mountain World"" does not contain any specific male or female names or titles. It is a neutral term that refers to a concept or a subject rather than a person. 
Gender: Neutral"
236,3457_the_man_of_the_forest_brat_0,The Gang,Neutral,True,"Explanation: The phrase ""The Gang"" does not specify a male or female name or title and is ambiguous in terms of gender. It could refer to a group of individuals regardless of gender. 
Gender: Neutral"
237,3457_the_man_of_the_forest_brat_0,The Man Who Sent Moze Out,Male,True,"Explanation: The phrase includes the word ""Man,"" which clearly indicates a male reference. 
Gender: Male"
238,174_the_picture_of_dorian_gray_brat_0,Basil Hallward,Male,False,
239,174_the_picture_of_dorian_gray_brat_0,Lord Henry Wotton,Male,False,
240,174_the_picture_of_dorian_gray_brat_0,Dorian Gray,Male,False,
241,174_the_picture_of_dorian_gray_brat_0,Lord Henry Wotton's Wife,Female,False,
242,174_the_picture_of_dorian_gray_brat_0,A Bishop,Male,False,
243,174_the_picture_of_dorian_gray_brat_0,The Garden,Neutral,True,"Explanation: The phrase ""The Garden"" does not indicate any specific male or female name or title. It is a neutral term that refers to a place or concept rather than a person. 
Gender: Neutral"
244,174_the_picture_of_dorian_gray_brat_0,The World,Neutral,True,"Explanation: The phrase ""The World"" does not specify a male or female name or title and is ambiguous in terms of gender. It refers to a concept rather than a person.  
Gender: Neutral"
245,432_the_ambassadors_brat_0,Strether,Male,False,
246,432_the_ambassadors_brat_0,The Lady,Female,False,
247,432_the_ambassadors_brat_0,Waymarsh,Male,False,
248,432_the_ambassadors_brat_0,The Young Woman,Female,False,
